MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
190,RM,15.89447150077168,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1Story,5,5.349544880760879,1.7534533296955778e+51,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,136.7227523144752,Unf,0.0,52.84120086146885,960.0,GasA,TA,Y,FuseA,6.897523618594019,0.0,0.0,8.197374976057066,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,6.505748486787838e+56,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
50,RM,15.89447150077168,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5.349544880760879,1.3593740376892209e+51,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,16.986644256019435,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,82.72038722973905,816.0,GasA,Ex,Y,SBrkr,6.733806022768864,897.70655359063,0.0,8.895609288101916,0.0,0.0,1,1.0685785456566268,5,0.7509550520293038,Gd,2.185434739020803,Typ,0.0,None,Detchd,6.505748486787838e+56,Unf,2.0,450.0,TA,TA,Y,10.50901927509781,0.0,16.556668095490533,0.0,0.0,0.0,0.0,8,2006,WD,Normal
30,RM,16.30339690914739,7830,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,3.9924581716553322,1.3260067869920944e+51,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,107.7724850813254,Unf,0.0,19.716484480766088,492.0,GasA,TA,Y,SBrkr,6.224587282162034,0.0,0.0,7.271395435820891,0.993262988983687,0.0,1,0.0,1,0.7509550520293038,TA,1.4328820332837795,Typ,0.0,None,Detchd,3.957815570926118e+56,Unf,1.0,200.0,Fa,TA,N,0.0,0.0,9.677417729728715,0.0,0.0,0.0,0.0,6,2006,WD,Normal
50,RM,17.10309603570171,9576,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,5.349544880760879,1.6159348238687803e+51,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,86.87982346827465,Unf,0.0,58.8556695438003,770.0,GasA,TA,Y,SBrkr,6.815570104282812,345.28544723908294,0.0,8.492083771737041,0.0,0.0,1,1.0685785456566268,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,4.924824937813046e+56,Unf,1.0,378.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal
30,RM,15.479050510033073,5747,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,3.2807823897062485,1.3150560434988218e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,81.63551092316708,798.0,GasA,Gd,Y,SBrkr,6.763002685559371,0.0,0.0,8.009848553415727,0.0,0.0,1,0.0,2,0.7509550520293038,Fa,1.8700913302730977,Typ,0.0,None,Detchd,4.621924410729452e+56,Unf,1.0,250.0,TA,Fa,N,29.771475409447735,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
75,RM,19.73935780035551,6300,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,4.680717059976833,1.2101130445582029e+51,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,105.20228238546791,1226.0,GasA,Ex,Y,SBrkr,7.144019928433446,1056.1613093712697,0.0,9.325453218294825,0.0,0.0,2,0.0,5,0.7509550520293038,TA,2.433014249065653,Typ,0.0,None,Detchd,3.577228570938761e+56,Unf,2.0,432.0,Fa,TA,P,0.0,29.052311815238504,10.182274870049849,0.0,0.0,0.0,0.0,7,2006,WD,Normal
90,RM,12.110904273430197,5976,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,5.349544880760879,1.3150560434988218e+51,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,70.56042587360035,624.0,GasA,Gd,N,FuseA,6.463710117430953,742.5686249688196,0.0,8.569573116882973,0.0,0.0,2,0.0,2,1.2485384754774442,TA,2.31578940582546,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,17.997743924588303,15.652902176513342,0.0,0.0,0.0,0.0,12,2006,WD,Normal
20,RM,18.82410884963751,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,3.9924581716553322,1.796800942572648e+51,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,91.06372273066424,960.0,GasA,Ex,Y,SBrkr,6.897523618594019,0.0,0.0,8.197374976057066,0.0,0.0,1,0.0,3,0.7509550520293038,TA,1.8700913302730977,Typ,0.0,None,Detchd,8.189355988273433e+56,Unf,2.0,624.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,9.612313283854807,7,2006,WD,Normal
50,C (all),18.45025207026317,4761,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,2.5398839960317914,1.2934083569711776e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,94.38337073562916,1020.0,GasA,Fa,N,FuseP,6.9586112288603434,0.0,0.0,8.282937212631461,0.0,0.0,1,0.0,2,0.7509550520293038,Fa,1.8700913302730977,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,10.95909440521566,0.0,0.0,0.0,0.0,10,2006,ConLD,Normal
70,RL,19.55843400114903,11737,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,5.349544880760879,1.3593740376892209e+51,1996,Gambrel,CompShg,BrkComm,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,84.62460081134921,848.0,GasW,TA,N,SBrkr,6.955643031384294,971.8832844591875,0.0,9.119180159842891,0.0,0.0,1,0.0,2,0.7509550520293038,TA,2.433014249065653,Typ,0.9032993982514254,Gd,Detchd,4.836424021801776e+56,Unf,1.0,240.0,Fa,TA,Y,11.406315962247383,9.164406334939471,7.385411127349221,0.0,0.0,0.0,0.0,5,2006,WD,Normal
50,RM,16.09972409113881,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,3.9924581716553322,1.4284829113824533e+51,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,94.36746983865145,Unf,0.0,52.59401687355724,728.0,GasA,Ex,Y,SBrkr,6.618890082993367,510.59487341985204,0.0,8.467790200679193,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Detchd,4.297288111538165e+56,Unf,1.0,258.0,Fa,Po,Y,0.0,7.3083193786688385,0.0,0.0,0.0,0.0,0.0,11,2006,ConLI,Abnorml
50,RM,16.09972409113881,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5.349544880760879,1.4284829113824533e+51,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,78.13044752654528,741.0,GasA,Gd,Y,SBrkr,6.636711952315265,692.2929407148823,0.0,8.654124236586107,0.0,0.0,1,0.0,3,0.7509550520293038,Gd,2.185434739020803,Typ,0.0,None,Detchd,4.297288111538165e+56,Unf,1.0,180.0,Fa,TA,Y,0.0,0.0,8.325262780881225,0.0,0.0,0.0,0.0,2,2006,WD,Normal
30,RL,15.89447150077168,11672,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,3.9924581716553322,1.3706702133135091e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,82.72038722973905,816.0,GasA,TA,Y,FuseA,6.733806022768864,0.0,0.0,7.969308596876317,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.0,None,Detchd,4.105444003280419e+56,Unf,1.0,210.0,Fa,Fa,N,38.847753753108556,0.0,11.254521239455713,0.0,0.0,0.0,0.0,7,2006,WD,Normal
50,RM,23.16644074349088,33120,Pave,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,3.9924581716553322,1.8561614020039667e+51,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,122.830890937553,1595.0,GasA,TA,Y,SBrkr,7.419406069213884,1052.4386588175619,0.0,9.571140353457055,0.0,0.0,2,0.0,5,0.7509550520293038,TA,2.31578940582546,Typ,0.9032993982514254,Gd,Detchd,5.740250508277826e+56,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,WD,Normal
50,RM,17.880542565226317,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,3.9924581716553322,1.3593740376892209e+51,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,68.66281230104408,596.0,GasA,Po,Y,FuseF,6.755782287079667,708.2222044808702,0.0,8.76466151847243,0.0,0.0,2,0.0,3,0.7509550520293038,Fa,2.185434739020803,Typ,0.0,None,Detchd,4.068057536182292e+56,Unf,2.0,370.0,Fa,Fa,Y,46.03873303970724,0.0,0.0,0.0,25.63571643775544,0.0,0.0,10,2006,WD,Abnorml
70,RM,17.880542565226317,7518,Pave,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6.001835562780168,1.2101130445582029e+51,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,53.821955907968956,396.0,GasA,Gd,Y,SBrkr,6.527763767540455,792.9495246542278,0.0,8.660601678007854,0.0,0.0,1,0.0,3,0.7509550520293038,TA,2.185434739020803,Typ,0.0,None,Detchd,8.117634166259818e+56,Unf,1.0,390.0,TA,TA,N,0.0,13.280563795230389,7.6177302234672,0.0,0.0,0.0,0.0,7,2006,WD,Normal
30,RM,15.89447150077168,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,3.2807823897062485,1.3041901045200355e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,69.61618044526509,610.0,GasA,Ex,N,FuseA,6.737502111289787,0.0,0.0,7.97443749636805,0.0,0.0,1,0.0,2,0.7509550520293038,Gd,1.672455069533555,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2006,WD,Abnorml
30,RM,17.880542565226317,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,4.680717059976833,1.4284829113824533e+51,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,93.5689686155892,Unf,0.0,71.6951599130304,984.0,GasA,TA,Y,FuseF,6.9224037978779025,0.0,0.0,8.232192800919332,0.0,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Detchd,4.297288111538165e+56,Unf,1.0,308.0,TA,TA,N,0.0,0.0,13.135287529083053,0.0,0.0,0.0,0.0,3,2006,ConLI,Family
50,RL,21.836053214570857,12375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,3.9924581716553322,1.69717987010396e+51,1951,Gable,CompShg,HdBoard,HdBoard,Stone,9.083273637635749,TA,Fa,CBlock,TA,TA,No,BLQ,90.75377412139053,Unf,0.0,60.142415178681844,806.0,GasA,TA,Y,SBrkr,7.017146467850843,398.15692372006407,0.0,8.756595097309836,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Detchd,5.199261526901284e+56,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
90,RL,27.78260049996084,11136,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,3.9924581716553322,1.88652619605037e+51,1964,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,137.01929904862806,1921.0,GasA,TA,Y,SBrkr,7.596946616520011,0.0,0.0,9.192321773259362,0.0,0.0,2,0.0,4,1.2485384754774442,TA,2.31578940582546,Typ,0.0,None,Detchd,5.844147553839793e+56,Unf,2.0,576.0,TA,TA,Y,0.0,21.197669345789308,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal
20,RL,24.765030789667176,21370,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3.9924581716553322,1.683378404457089e+51,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,FuseA,7.437401709974881,0.0,0.0,8.962390803063828,0.0,0.0,1,0.0,3,0.7509550520293038,TA,2.185434739020803,Min1,0.9032993982514254,Gd,Attchd,5.152542116676373e+56,RFn,2.0,394.0,TA,TA,Y,0.0,0.0,14.884801647297934,0.0,0.0,0.0,7.07817644444931,6,2006,WD,Normal
30,RL,16.905343907474464,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.349544880760879,1.4885750166543961e+51,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,N,SBrkr,6.970397547157017,0.0,0.0,8.299474842824628,0.0,0.0,1,0.0,2,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,TA,Detchd,4.664093047092292e+56,Unf,1.0,260.0,TA,TA,Y,0.0,0.0,11.616754140403645,0.0,0.0,0.0,0.0,6,2006,WD,Normal
30,RL,15.89447150077168,5220,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,2.5398839960317914,1.5008742768792646e+51,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,83.55726189180453,830.0,GasA,Gd,Y,SBrkr,6.808717231371963,0.0,0.0,8.073439075274088,0.0,0.0,1,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.0,None,Detchd,4.538663630563829e+56,Unf,1.0,180.0,TA,TA,P,0.0,16.377305003209152,0.0,0.0,0.0,0.0,0.0,1,2006,WD,Normal
20,RL,15.89447150077168,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,3.9924581716553322,2.6008692837419268e+51,2004,Shed,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,Mn,GLQ,125.08981128523943,LwQ,10.120364035446341,34.60262610950421,1073.0,GasA,Ex,Y,SBrkr,7.0096602589347805,0.0,0.0,8.354633313847811,0.993262988983687,0.0,2,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.0,None,Detchd,8.334596539782245e+56,Unf,1.0,246.0,TA,TA,Y,0.0,17.281200579267836,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal
20,RL,20.550140637669834,11327,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4.680717059976833,1.9329474926254438e+51,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,24.064239724916373,TA,TA,CBlock,TA,TA,Av,ALQ,170.42641384047232,Unf,0.0,44.194588920519145,1064.0,GasA,TA,Y,SBrkr,7.001171411846589,0.0,0.0,8.342698816215506,0.0,0.7097229221358835,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,TA,Attchd,6.003324351291069e+56,Unf,2.0,528.0,TA,TA,Y,58.32936772875172,10.71328991531381,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
80,RL,21.495515593319897,10366,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5.349544880760879,1.88652619605037e+51,1964,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Av,GLQ,115.26073153217311,Unf,0.0,58.55002828722684,912.0,GasA,TA,Y,SBrkr,6.869859859979946,0.0,0.0,8.158710975206255,0.0,0.7097229221358835,1,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.0,None,Attchd,5.844147553839793e+56,Unf,1.0,336.0,TA,TA,Y,23.226546234707943,0.0,0.0,0.0,0.0,0.0,6.8568335967121605,7,2006,WD,Normal
20,RL,20.62905025242999,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4.680717059976833,1.9173560749034242e+51,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,169.46804316613867,Unf,0.0,44.28770715522486,1059.0,GasA,Gd,Y,SBrkr,6.996424373557931,0.0,0.0,8.336027077966387,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.0,None,Attchd,5.949816535076633e+56,Fin,1.0,286.0,TA,TA,Y,0.0,14.740906264306924,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Abnorml
20,RL,20.550140637669834,9535,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3.9924581716553322,1.9329474926254438e+51,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,28.75463414844423,TA,TA,CBlock,TA,TA,No,BLQ,61.557407447622836,LwQ,12.942734218334092,0.0,1176.0,GasA,TA,Y,SBrkr,7.318763593956924,0.0,0.0,8.792560560724578,0.993262988983687,0.0,1,1.0685785456566268,3,0.7509550520293038,TA,2.185434739020803,Typ,0.9032993982514254,TA,Attchd,6.003324351291069e+56,Unf,2.0,512.0,TA,TA,Y,54.659261857482555,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal
80,RL,20.550140637669834,7176,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,4.680717059976833,2.1124801668550033e+51,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,19.776330375884857,TA,TA,CBlock,TA,Gd,Gd,GLQ,172.8135038483791,Unf,0.0,31.87899291111355,960.0,GasA,Fa,Y,SBrkr,6.978179365149592,0.0,0.0,8.310398848800947,0.993262988983687,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,Fa,Detchd,6.6818561296531696e+56,Unf,2.0,616.0,TA,TA,Y,33.00544400042877,0.0,0.0,0.0,23.64811501400641,0.0,0.0,7,2006,WD,Normal
90,RL,20.550140637669834,9662,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,3.2807823897062485,2.0955349691040035e+51,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,138.93705004864918,1967.0,GasA,TA,Y,SBrkr,7.620822934976362,0.0,0.0,9.226884504907325,0.0,0.0,2,0.0,6,1.2485384754774442,TA,2.539562810013391,Typ,0.0,None,Attchd,6.563958718057543e+56,Fin,2.0,580.0,TA,TA,Y,39.14930952712864,0.0,0.0,0.0,0.0,0.0,0.0,8,2006,WD,Normal
90,RL,20.62905025242999,8235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,3.2807823897062485,2.0955349691040035e+51,1977,Gable,CompShg,Plywood,Plywood,BrkFace,14.134890171647433,TA,TA,CBlock,TA,TA,No,Rec,120.21307284892593,Unf,0.0,116.88457065348157,1949.0,GasA,TA,Y,SBrkr,7.611547080202322,0.0,0.0,9.213452278172669,0.0,0.0,2,0.0,6,1.2485384754774442,TA,2.539562810013391,Typ,0.0,None,Attchd,6.563958718057543e+56,RFn,2.0,586.0,TA,TA,Y,12.82675354165451,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal
30,RL,20.550140637669834,17529,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3.9924581716553322,1.3593740376892209e+51,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,11.48508985433515,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,86.03306226818322,872.0,GasA,Fa,N,FuseF,6.800662985599804,0.0,0.0,8.062225119351163,0.0,0.0,1,0.0,2,0.7509550520293038,Fa,1.8700913302730977,Mod,0.9032993982514254,Gd,Detchd,4.068057536182292e+56,Unf,1.0,322.0,Fa,Fa,N,0.0,0.0,11.417828746835045,0.0,0.0,0.0,0.0,4,2006,WD,Normal
20,RL,22.863109184976224,20355,Pave,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,4.680717059976833,1.9329474926254438e+51,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,15.699980992826813,TA,TA,CBlock,Gd,TA,Av,Rec,175.34609295126467,ALQ,12.404004045865216,38.73920068525392,1865.0,GasA,TA,Y,SBrkr,7.547983700533482,0.0,0.0,9.12156911605613,0.993262988983687,0.0,1,0.0,2,0.7509550520293038,TA,2.0385288463122158,Typ,1.6881471699168629,Gd,Attchd,6.003324351291069e+56,Unf,2.0,521.0,TA,TA,Y,0.0,16.910800621517968,13.26228041009856,0.0,0.0,0.0,0.0,6,2006,WD,Normal
20,RL,22.67327644334346,13050,Pave,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,4.680717059976833,1.871286075004661e+51,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,38.81362462713191,ALQ,12.492118724579662,14.375209201840775,1000.0,GasA,Ex,Y,SBrkr,6.938656451403318,0.0,0.0,8.254959754273212,0.993262988983687,0.0,1,0.0,1,0.7509550520293038,TA,1.672455069533555,Typ,1.6881471699168629,TA,Attchd,7.564816576870671e+56,Unf,2.0,575.0,TA,TA,Y,48.74127198710875,0.0,12.60548176772299,0.0,0.0,0.0,0.0,4,2006,WD,Normal
85,RL,20.09816254151542,10820,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,5.349544880760879,1.996509307836043e+51,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,17.426435558998318,TA,TA,PConc,Gd,TA,Av,GLQ,129.5423127743546,Rec,7.990046348090324,21.59665070329894,782.0,GasA,Ex,Y,SBrkr,6.726373005793342,0.0,0.0,7.958996905703079,0.993262988983687,0.0,1,0.0,2,0.7509550520293038,TA,1.672455069533555,Typ,0.0,None,Detchd,6.334025432013119e+56,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
150,RL,22.863109184976224,1700,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,3.9924581716553322,2.146756549726515e+51,1981,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,104.14671771233279,Unf,0.0,11.617140012610003,430.0,GasA,TA,Y,SBrkr,6.809862611412928,811.4065870979103,4.118868284496203,9.014470185939945,0.993262988983687,0.0,2,1.0685785456566268,2,0.7509550520293038,Gd,2.185434739020803,Typ,0.0,None,Basment,6.741551120070186e+56,Fin,1.0,450.0,Gd,TA,Y,41.80731311634958,9.164406334939471,0.0,0.0,24.990368918546373,0.0,0.0,4,2006,WD,Normal
20,RL,20.62905025242999,9375,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3.9924581716553322,1.7392232967693275e+51,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,173.60643434992377,Unf,0.0,32.11197990852702,967.0,GasA,Ex,Y,SBrkr,7.241157918499263,0.0,0.0,8.68199460630902,0.0,0.0,1,1.0685785456566268,3,0.7509550520293038,TA,2.0385288463122158,Typ,0.9032993982514254,Gd,Attchd,5.341828784853537e+56,RFn,2.0,504.0,TA,TA,Y,48.60817462771872,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal
50,RL,18.261565182863645,6488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3.9924581716553322,1.5766931452842208e+51,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,69.77545582428954,Unf,0.0,66.79726724893574,799.0,GasA,Ex,N,FuseA,6.712602036871916,410.2044863426859,0.0,8.4530228585078,0.0,0.0,1,0.0,3,0.7509550520293038,TA,2.0385288463122158,Mod,1.6881471699168629,TA,BuiltIn,4.792786908557265e+56,Unf,1.0,215.0,TA,TA,Y,52.13307752288575,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Family
